time_fs,population_site_1,population_site_2,population_site_3,population_site_4,population_site_5,population_site_6,population_site_7,coherences,pop_site1_broadband,coherence_broadband
1.7500000000e+01,1.8711538385e-04,3.9462029903e-03,3.8162413179e-01,5.1186298857e-01,5.0202413253e-02,9.4506804356e-04,5.1232079970e-02,2.5681695335e+00,2.1493093245e-01,4.8287312499e+00
1.8000000000e+01,1.9666771749e-04,3.9876948724e-03,3.8274634273e-01,5.1236208453e-01,4.9576376332e-02,9.3592009455e-04,5.0194913722e-02,2.5602704124e+00,2.1303315640e-01,4.8543364229e+00
1.8500000000e+01,2.0665893839e-04,4.0309544251e-03,3.8192279975e-01,5.1327295170e-01,4.9926030560e-02,9.3245364529e-04,4.9708150985e-02,2.5610992311e+00,2.0986523980e-01,4.8738441704e+00
1.9000000000e+01,2.1487247655e-04,4.0419453548e-03,3.8462807047e-01,5.1166502969e-01,4.9500947219e-02,9.2411618808e-04,4.9025018595e-02,2.5558922040e+00,2.0626056324e-01,4.8926976062e+00
1.9500000000e+01,2.2624577251e-04,4.0516834194e-03,3.8654002195e-01,5.1048254849e-01,4.9223819788e-02,9.0898179889e-04,4.8566698781e-02,2.5513267074e+00,2.0423192339e-01,4.9022147444e+00
2.0000000000e+01,2.3811224430e-04,4.0818187983e-03,3.8301052473e-01,5.1504548295e-01,4.8708332783e-02,9.0434832003e-04,4.8011380173e-02,2.5452945733e+00,2.0236442748e-01,4.9130404498e+00
2.0500000000e+01,2.4692930066e-04,4.1318301935e-03,3.8292571945e-01,5.1550463260e-01,4.8636938072e-02,8.9335325946e-04,4.7660597116e-02,2.5443122689e+00,1.9800502140e-01,4.9224347546e+00
2.1000000000e+01,2.6124578672e-04,4.1679750404e-03,3.8448536096e-01,5.1389896391e-01,4.8454866423e-02,8.9445662630e-04,4.7837131258e-02,2.5472641035e+00,1.9624571266e-01,4.9216344503e+00
2.1500000000e+01,2.7344730328e-04,4.1835535189e-03,3.8679302149e-01,5.1297499162e-01,4.7689695889e-02,8.8616051135e-04,4.7199129664e-02,2.5411289603e+00,1.9476809207e-01,4.9301991212e+00
2.2000000000e+01,2.8577620509e-04,4.2329823281e-03,3.8710857766e-01,5.1355576179e-01,4.7103956724e-02,8.6658052268e-04,4.6846364771e-02,2.5364819443e+00,1.9239477302e-01,4.9305614092e+00
2.2500000000e+01,3.0337883977e-04,4.3239469735e-03,3.8755364640e-01,5.1348496581e-01,4.7005452518e-02,8.5713668900e-04,4.6471472776e-02,2.5375178085e+00,1.9225482121e-01,4.9379011724e+00
2.3000000000e+01,3.1794773413e-04,4.4230577960e-03,3.9037626957e-01,5.1165593487e-01,4.6441273666e-02,8.5216001277e-04,4.5933356346e-02,2.5355504527e+00,1.9048227442e-01,4.9460484927e+00
2.3500000000e+01,3.3249547930e-04,4.4902134744e-03,3.9238326995e-01,5.1003473589e-01,4.6280319426e-02,8.3625371385e-04,4.5642712062e-02,2.5354411650e+00,1.8813635717e-01,4.9473158368e+00
2.4000000000e+01,3.4396526401e-04,4.5004765861e-03,3.9354899712e-01,5.0976680010e-01,4.6140960622e-02,8.2514985126e-04,4.4873650451e-02,2.5304691086e+00,1.8530149538e-01,4.9548430730e+00
2.4500000000e+01,3.5968365510e-04,4.5494853575e-03,3.9160142885e-01,5.1210518146e-01,4.6231172186e-02,8.1546894569e-04,4.4337579539e-02,2.5288060729e+00,1.8338110849e-01,4.9570306076e+00
2.5000000000e+01,3.7289287395e-04,4.6372527784e-03,3.9186016632e-01,5.1249683462e-01,4.5699568061e-02,8.0591045664e-04,4.4127374895e-02,2.5272248545e+00,1.7983481677e-01,4.9523929132e+00
2.5500000000e+01,3.9161057269e-04,4.7372490518e-03,3.9407118996e-01,5.1041482771e-01,4.5697521257e-02,8.0126220620e-04,4.3886339240e-02,2.5305921513e+00,1.7795964849e-01,4.9505857927e+00
2.6000000000e+01,4.0318407535e-04,4.8275202908e-03,3.9451234356e-01,5.1087733698e-01,4.5289908847e-02,7.9008431257e-04,4.3299621933e-02,2.5271003075e+00,1.7433491432e-01,4.9501531600e+00
