time_fs,pop_site1_L9,pop_site2_L9,pop_site1_L10,pop_site2_L10,pop_site1_L11,pop_site2_L11
97.0,0.8246897677875703,0.17531023221242997,0.8246897677377384,0.17531023226226145,0.824689767739624,0.17531023226037612
97.5,0.8289113194313423,0.1710886805686578,0.8289113193764305,0.17108868062356933,0.8289113193785368,0.1710886806214633
98.0,0.833526396886433,0.16647360311356718,0.8335263968260784,0.16647360317392174,0.8335263968284251,0.16647360317157497
98.5,0.8385420943206796,0.16145790567932075,0.8385420942545272,0.16145790574547308,0.8385420942571351,0.16145790574286523
99.0,0.8433265979524966,0.15667340204750324,0.8433265978799778,0.1566734021200223,0.8433265978828763,0.1566734021171238
99.5,0.848258870371238,0.15174112962876213,0.8482588702918861,0.15174112970811396,0.8482588702951024,0.15174112970489798
100.0,0.8533084831608646,0.14669151683913542,0.8533084830741978,0.14669151692580223,0.8533084830777594,0.14669151692224056
100.5,0.8584552522123894,0.14154474778761092,0.8584552521179175,0.1415447478820823,0.858455252121855,0.14154474787814497
101.0,0.8638129617636392,0.1361870382363607,0.8638129616609537,0.13618703833904625,0.8638129616652943,0.1361870383347057
101.5,0.8690217952118031,0.13097820478819697,0.8690217951002873,0.13097820489971287,0.8690217951050684,0.13097820489493156
102.0,0.8740285817465634,0.12597141825343638,0.8740285816255312,0.1259714183744688,0.8740285816307953,0.1259714183692047
102.5,0.8788988301894062,0.12110116981059398,0.8788988300581939,0.12110116994180621,0.8788988300639838,0.12110116993601656
103.0,0.8836543944018088,0.11634560559819127,0.8836543942597606,0.11634560574023932,0.8836543942661204,0.11634560573387999
103.5,0.8883180581599599,0.11168194184003986,0.8883180580064469,0.1116819419935531,0.8883180580134205,0.11168194198657928
104.0,0.8928729558660905,0.10712704413390944,0.8928729557004786,0.10712704429952163,0.8928729557081133,0.10712704429188664
104.5,0.8974011629890617,0.10259883701093883,0.8974011628108676,0.10259883718913246,0.8974011628192055,0.10259883718079464
105.0,0.9016400282120854,0.09835997178791468,0.9016400280204661,0.09835997197953354,0.9016400280295674,0.09835997197043239
105.5,0.9059078656846439,0.0940921343153562,0.9059078654793327,0.09409213452066703,0.9059078654892325,0.0940921345107672
106.0,0.9097760829847256,0.09022391701527421,0.9097760827647038,0.09022391723529637,0.9097760827754755,0.09022391722452433
106.5,0.9133916595541448,0.08660834044585544,0.9133916593186511,0.08660834068134869,0.9133916593303594,0.08660834066964063
107.0,0.9170582610138471,0.08294173898615254,0.9170582607629592,0.08294173923704064,0.9170582607756279,0.08294173922437201
107.5,0.9204421264526728,0.07955787354732727,0.9204421261857458,0.07955787381425408,0.9204421261994381,0.07955787380056224
108.0,0.9237250316136344,0.07627496838636563,0.9237250313306773,0.07627496866932293,0.9237250313454238,0.07627496865457623
108.5,0.9268590929166534,0.07314090708334665,0.9268590926177492,0.07314090738225106,0.9268590926335794,0.07314090736642026
109.0,0.9300643568660465,0.06993564313395355,0.930064356552434,0.06993564344756589,0.9300643565693181,0.06993564343068229
